id,Machine Failure,Probability
136429,0,0.0021367750122317894
136430,0,0.0010571593507290775
136431,0,0.0026043676062245335
136432,0,0.003309340922414155
136433,0,0.004128916986411855
136434,0,0.002631565401693148
136435,0,0.0037814868493079583
136436,0,0.004851099255848617
136437,0,0.0012792013469739773
136438,0,0.001191255687984833
136439,0,0.0024150970370162175
136440,0,0.002121981370261421
136441,0,0.0011836912131999921
136442,0,0.0018149404770612721
136443,0,0.002704489370377034
136444,0,0.005376807654269399
136445,0,0.0010286507248353815
136446,1,0.9920717535496522
136447,0,0.002372589482650108
136448,0,0.0018818840442598765
136449,0,0.0054009859072398116
136450,0,0.003966914350621536
136451,0,0.019701846414422693
136452,0,0.02115574047456781
136453,0,0.00382172391387784
136454,0,0.0016863023270320043
136455,0,0.0017806035172106315
136456,0,0.007125142473805631
136457,0,0.007037308667050458
136458,0,0.004728198614691498
136459,0,0.003940623227515082
136460,0,0.0027639666086205473
136461,0,0.0011994875037710253
136462,0,0.01716056206003875
136463,0,0.002201944133874778
136464,0,0.0032554038991008645
136465,0,0.0014902571716324327
136466,0,0.0018939419720606938
136467,0,0.001248245109268118
136468,0,0.003092855541244118
136469,0,0.0013436228200631548
136470,0,0.0027436962870405917
136471,0,0.008604943893806343
136472,0,0.006890374226965415
136473,0,0.0023206090835065037
136474,0,0.0023623494210064057
136475,0,0.0033806057040765666
136476,0,0.006743301156945965
136477,0,0.0023753346894388448
136478,0,0.0020498747388031906
136479,0,0.0014517026469141876
136480,0,0.006377714421926591
136481,0,0.002299355858134083
136482,0,0.03144830715411739
136483,0,0.003365184000595647
136484,0,0.0010143193459230013
136485,0,0.0015676227440773447
136486,0,0.0024211717269962134
136487,0,0.0014423797659685992
136488,0,0.004123769441538283
136489,0,0.0011091042375309154
136490,0,0.0227203657799729
136491,0,0.0034882280137785745
136492,0,0.0029681652262047824
136493,0,0.0032557812378770142
136494,0,0.00107221230384938
136495,0,0.0027770672798642466
136496,0,0.004626511354248113
136497,0,0.0025861259624515983
136498,0,0.009604318904044147
136499,0,0.0013705498669593506
136500,0,0.0007602262200700985
136501,0,0.001555572133674968
136502,0,0.0064410395846089315
136503,0,0.0031881555590068003
136504,0,0.0012319959005709996
136505,0,0.0010945730747329192
136506,0,0.002714336701452878
136507,0,0.0008225798094398432
136508,0,0.0010364273500771738
136509,0,0.00420370318264659
136510,0,0.0015629019677677318
136511,0,0.009963223067714714
136512,0,0.0009616052659893303
136513,0,0.006949811261761322
136514,0,0.0020373831033988292
136515,0,0.002578295810541232
136516,0,0.003494707392117341
136517,0,0.001881972110476115
136518,0,0.0016037578601371602
136519,0,0.003089931877294657
136520,0,0.002085426612222653
136521,0,0.001790249515845496
136522,0,0.003121143846055257
136523,0,0.0011698836179147966
136524,0,0.0012994106703711125
136525,0,0.005464021647797001
136526,0,0.005615992000963384
136527,0,0.007131372854179091
136528,0,0.0012430939418525304
136529,0,0.005879391084169776
136530,0,0.0032528584642962043
136531,0,0.0035492964053885343
136532,0,0.003982184092805963
136533,0,0.003200647521383022
136534,0,0.0005534880753910773
136535,0,0.002775875828795374
136536,0,0.0024626947260495092
136537,0,0.0009432557394407346
136538,0,0.005615613210510938
136539,0,0.001289630252915085
136540,0,0.0019498396868039142
136541,0,0.000814059687087358
136542,0,0.004022719020128714
136543,0,0.007187742444999948
136544,0,0.002448652507872073
136545,0,0.005025648015582106
136546,0,0.0008085290461511916
136547,0,0.0030958134250321395
136548,0,0.0022733006322853185
136549,0,0.002266106064325548
136550,0,0.0070097211327703746
136551,0,0.0016739081587982224
136552,0,0.0016387945663547945
136553,0,0.0013940727325972293
136554,0,0.0031655356182024616
136555,0,0.013872043116755339
136556,0,0.007829481928393056
136557,0,0.004294618300354721
136558,0,0.0039968745623898865
136559,0,0.002756432766802378
136560,0,0.004659968136468278
136561,0,0.009149810896837831
136562,0,0.002269246125705209
136563,0,0.0026757909384228255
136564,0,0.0014728878880680828
136565,0,0.01556524218077519
136566,0,0.0012245968337962691
136567,0,0.005069600595598035
136568,0,0.0035684934172207122
136569,0,0.004011886787532346
136570,0,0.0010124801198354164
136571,0,0.00618782069101541
136572,0,0.0038016974919232154
136573,0,0.001601749588732239
136574,0,0.005623957049747614
136575,0,0.0015686772379035808
136576,0,0.005011903568218403
136577,0,0.004785193529883512
136578,0,0.0016122689140744956
136579,0,0.006459421373387281
136580,0,0.001550724762056165
136581,0,0.0013506368540943904
136582,0,0.0011797923412168016
136583,0,0.0012409456810415032
136584,0,0.002031479935384802
136585,0,0.0043313973538341355
136586,0,0.051038438751338004
136587,0,0.0011158990098461329
136588,0,0.005589742067248403
136589,0,0.0026513204584333663
136590,0,0.0017677837512185136
136591,0,0.003974132967609592
136592,0,0.009248794779743098
136593,0,0.006170162849837088
136594,0,0.0006892176453600288
136595,0,0.0015857592181143109
136596,0,0.0012400556775525758
136597,0,0.0015283683205370047
136598,0,0.005187931889005268
136599,0,0.0024428483157632446
136600,0,0.0019832666810979706
136601,0,0.004960650114059268
136602,0,0.006408122411761787
136603,0,0.0033962375368096456
136604,0,0.001303342277138393
136605,0,0.0060183149064354045
136606,0,0.0024318020060626823
136607,0,0.0033949275440751806
136608,0,0.0027690409155396076
136609,0,0.005441013697790864
136610,0,0.004898839087879689
136611,0,0.0013342969252824477
136612,0,0.0022726507464018706
136613,0,0.002926951364253762
136614,0,0.0009369679521689606
136615,0,0.0007828541998336122
136616,0,0.0016378296242381696
136617,0,0.009242546941771367
136618,0,0.001780417665770294
136619,0,0.0017658426058658804
136620,0,0.0016996029240239532
136621,0,0.0032419309622644878
136622,0,0.002070941493975135
136623,0,0.0010479287500791035
136624,0,0.001770838321647917
136625,0,0.0037740114306752982
136626,0,0.0004513859251134623
136627,0,0.003407405018588565
136628,0,0.003191848158336513
136629,0,0.000523959148699817
136630,0,0.0013218961943344207
136631,0,0.00632448041240537
136632,0,0.003814866314927041
136633,0,0.001664526130510637
136634,0,0.0018715761955626319
136635,0,0.011764586800791253
136636,0,0.01227960150408042
136637,0,0.003373707387867366
136638,1,0.9960787004286824
136639,0,0.005965436114158524
136640,0,0.01157228193540929
136641,0,0.0021961131624679852
136642,0,0.0019985109758788033
136643,0,0.03480976559720471
136644,0,0.001037275403010217
136645,0,0.0011073227830598676
136646,0,0.0010214625349607522
136647,0,0.01026699383855423
136648,0,0.01725779155736818
136649,0,0.001986361063999563
136650,0,0.004883073038556091
136651,0,0.0010208727161028733
